Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time,rand,Fighter1_Fighter2
UFC Fight Night: Diaz vs Guillard,16-Sep-09,Ryan Jensen,Ryan Jensen,Steve Steinbeiss,0-0,7-Sep,Jan-00,Jan-00,Middleweight,SUB-Guillotine-Choke,1,3:56,0.832241371,Steve Steinbeiss
UFC 102: Couture vs Nogueira,29-Aug-09,Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,Randy Couture,Feb-00,27-42,0-0,Mar-00,Heavyweight,U-DEC,3,5:00,0.181383281,Antonio Rodrigo Nogueira
UFC 102: Couture vs Nogueira,29-Aug-09,Thiago Silva,Thiago Silva,Keith Jardine,Jan-00,3-May,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,1:35,0.75564732,Keith Jardine
UFC 102: Couture vs Nogueira,29-Aug-09,Jake Rosholt,Jake Rosholt,Chris Leben,0-0,21-14,1-Mar,Jan-00,Middleweight,SUB-Arm-Triangle,3,1:30,0.750151257,Chris Leben
UFC 102: Couture vs Nogueira,29-Aug-09,Nate Marquardt,Nate Marquardt,Demian Maia,Jan-00,Jan-00,0-0,0-0,Middleweight,KO/TKO-Punch,1,0:21,0.222880532,Nate Marquardt
UFC 102: Couture vs Nogueira,29-Aug-09,Brandon Vera,Brandon Vera,Krzysztof Soszynski,0-0,62-41,1-Jan,0-0,Light Heavyweight,U-DEC,3,5:00,0.891648511,Krzysztof Soszynski
UFC 102: Couture vs Nogueira,29-Aug-09,Aaron Simpson,Aaron Simpson,Ed Herman,Jan-00,25-7,Mar-00,0-0,Middleweight,KO/TKO,2,0:17,0.499192192,Aaron Simpson
UFC 102: Couture vs Nogueira,29-Aug-09,Gabriel Gonzaga,Gabriel Gonzaga,Chris Tuchscherer,Jan-00,22-0,0-0,0-0,Heavyweight,KO/TKO-Punches,1,2:27,0.921698601,Chris Tuchscherer
UFC 102: Couture vs Nogueira,29-Aug-09,Mike Russow,Mike Russow,Justin McCully,0-0,21-11,Aug-00,Feb-00,Heavyweight,U-DEC,3,5:00,0.041718853,Mike Russow
UFC 102: Couture vs Nogueira,29-Aug-09,Todd Duffee,Todd Duffee,Tim Hague,Jan-00,Apr-00,0-0,0-0,Heavyweight,KO/TKO-Punch,1,0:07,0.601219473,Tim Hague
UFC 102: Couture vs Nogueira,29-Aug-09,Mark Munoz,Mark Munoz,Nick Catone,0-0,53-38,3-Feb,1-Feb,Middleweight,S-DEC,3,5:00,0.016772152,Mark Munoz
UFC 102: Couture vs Nogueira,29-Aug-09,Evan Dunham,Evan Dunham,Marcus Aurelio,Jan-00,58-27,3-Jan,0-1,Lightweight,S-DEC,3,5:00,0.156525597,Evan Dunham
UFC 101: Declaration,8-Aug-09,BJ Penn,BJ Penn,Kenny Florian,0-0,57-19,Jan-00,Jan-00,Lightweight,SUB-Rear-Naked-Choke,4,3:54,0.158471418,BJ Penn
UFC 101: Declaration,8-Aug-09,Anderson Silva,Anderson Silva,Forrest Griffin,Mar-00,13-3,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,3:23,0.157907437,Anderson Silva
UFC 101: Declaration,8-Aug-09,Aaron Riley,Aaron Riley,Shane Nelson,0-0,50-28,Feb-00,0-0,Lightweight,U-DEC,3,5:00,0.749923098,Shane Nelson
UFC 101: Declaration,8-Aug-09,Johny Hendricks,Johny Hendricks,Amir Sadollah,Jan-00,2-Jul,0-0,0-0,Welterweight,KO/TKO-Punches,1,0:29,0.582924739,Amir Sadollah
UFC 101: Declaration,8-Aug-09,Ricardo Almeida,Ricardo Almeida,Kendall Grove,0-0,38-25,Jun-00,0-2,Middleweight,U-DEC,3,5:00,0.377179561,Ricardo Almeida
UFC 101: Declaration,8-Aug-09,Kurt Pellegrino,Kurt Pellegrino,Josh Neer,0-0,21-24,Mar-00,0-1,Lightweight,U-DEC,3,5:00,0.988528841,Josh Neer
UFC 101: Declaration,8-Aug-09,John Howard,John Howard,Tamdan McCrory,0-0,19-11,2-May,1-Jan,Welterweight,S-DEC,3,5:00,0.898280257,Tamdan McCrory
UFC 101: Declaration,8-Aug-09,Alessio Sakara,Alessio Sakara,Thales Leites,0-0,24-22,0-4,0-0,Middleweight,S-DEC,3,5:00,0.176242138,Alessio Sakara
UFC 101: Declaration,8-Aug-09,Matthew Riddle,Matthew Riddle,Dan Cramer,0-0,47-5,Feb-00,1-Feb,Welterweight,U-DEC,3,5:00,0.46102018,Matthew Riddle
UFC 101: Declaration,8-Aug-09,George Sotiropoulos,George Sotiropoulos,George Roop,0-0,14-5,Mar-00,Jan-00,Lightweight,SUB-Kimura,2,1:59,0.421014338,George Sotiropoulos
UFC 101: Declaration,8-Aug-09,Jesse Lennox,Jesse Lennox,Danillo Villefort,0-0,37-43,1-Jan,0-1,Welterweight,KO/TKO,3,3:37,0.046642558,Jesse Lennox
UFC 100,11-Jul-09,Jon Fitch,Jon Fitch,Paulo Thiago,0-0,15-5,Apr-00,5-Jan,Welterweight,U-DEC,3,5:00,0.53346557,Paulo Thiago
UFC 100,11-Jul-09,Brock Lesnar,Brock Lesnar,Frank Mir,0-0,47-4,Jan-00,0-0,Heavyweight,KO/TKO-Punches,2,1:48,0.582124027,Frank Mir
UFC 100,11-Jul-09,Georges St-Pierre,Georges St-Pierre,Thiago Alves,Jan-00,59-30,Oct-00,Jan-00,Welterweight,U-DEC,5,5:00,0.448826359,Georges St-Pierre
UFC 100,11-Jul-09,Dan Henderson,Dan Henderson,Michael Bisping,Jan-00,29-22,0-0,0-0,Middleweight,KO/TKO-Punch,2,3:20,0.304645404,Dan Henderson
UFC 100,11-Jul-09,Yoshihiro Akiyama,Yoshihiro Akiyama,Alan Belcher,0-1,55-76,Mar-00,0-0,Middleweight,S-DEC,3,5:00,0.706157351,Alan Belcher
UFC 100,11-Jul-09,Mark Coleman,Mark Coleman,Stephan Bonnar,0-0,20-26,Mar-00,0-3,Light Heavyweight,U-DEC,3,5:00,0.852669869,Stephan Bonnar
UFC 100,11-Jul-09,Jim Miller,Jim Miller,Mac Danzig,0-0,37-20,Jun-00,1-Jan,Lightweight,U-DEC,3,5:00,0.532644248,Mac Danzig
UFC 100,11-Jul-09,Jon Jones,Jon Jones,Jake O'Brien,0-0,25-11,0-0,Jan-00,Light Heavyweight,SUB-Guillotine-Choke,2,2:43,0.420542927,Jon Jones
UFC 100,11-Jul-09,Dong Hyun Kim,Dong Hyun Kim,TJ Grant,0-0,29-22,1-Apr,Jan-00,Welterweight,U-DEC,3,5:00,0.170315028,Dong Hyun Kim
UFC 100,11-Jul-09,Tom Lawlor,Tom Lawlor,CB Dollaway,0-0,0-1,0-0,Jan-00,Middleweight,SUB-Guillotine-Choke,1,0:55,0.637561534,CB Dollaway
UFC 100,11-Jul-09,Shannon Gugerty,Shannon Gugerty,Matt Grice,0-0,4-Jan,Jan-00,Feb-00,Lightweight,SUB-Guillotine-Choke,1,2:36,0.902077504,Matt Grice
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Diego Sanchez,Diego Sanchez,Clay Guida,Jan-00,68-29,2-Jan,Mar-00,Lightweight,S-DEC,3,5:00,0.321893005,Diego Sanchez
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,James Wilks,James Wilks,DaMarques Johnson,0-0,17-13,Feb-00,Aug-00,Welterweight,SUB-Rear-Naked-Choke,1,4:54,0.369758084,James Wilks
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Chris Lytle,Chris Lytle,Kevin Burns,0-1,101-69,0-1,0-0,Welterweight,U-DEC,3,5:00,0.719998475,Kevin Burns
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Ross Pearson,Ross Pearson,Andre Winner,0-0,74-46,0-0,0-0,Lightweight,U-DEC,3,5:00,0.257660013,Ross Pearson
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Joe Stevenson,Joe Stevenson,Nate Diaz,0-0,27-6,1-Aug,4-Jan,Lightweight,U-DEC,3,5:00,0.076499956,Joe Stevenson
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Melvin Guillard,Melvin Guillard,Gleison Tibau,0-0,13-14,6-Jan,0-0,Lightweight,S-DEC,3,5:00,0.265360414,Melvin Guillard
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Brad Blackburn,Brad Blackburn,Edgar Garcia,0-0,66-39,0-1,Jan-00,Welterweight,S-DEC,3,5:00,0.267982747,Brad Blackburn
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Tomasz Drwal,Tomasz Drwal,Mike Ciesnolevicz,Jan-00,27-3,Apr-00,0-0,Light Heavyweight,KO/TKO-Knee,1,4:48,0.676457805,Mike Ciesnolevicz
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Nick Osipczak,Nick Osipczak,Frank Lester,0-0,14-8,Jan-00,Jan-00,Welterweight,SUB-Rear-Naked-Choke,1,3:40,0.150044157,Nick Osipczak
The Ultimate Fighter: United States vs. United Kingdom Finale,20-Jun-09,Jason Dent,Jason Dent,Cameron Dollar,0-0,14-24,0-0,Jan-00,Lightweight,SUB-Anaconda-Choke,1,4:46,0.872970868,Cameron Dollar
UFC 99: The Comeback,13-Jun-09,Rich Franklin,Rich Franklin,Wanderlei Silva,0-0,52-38,1-Jan,0-0,Catch Weight,U-DEC,3,5:00,0.0974662,Rich Franklin
UFC 99: The Comeback,13-Jun-09,Cain Velasquez,Cain Velasquez,Cheick Kongo,0-0,29-21,1-Jul,Feb-00,Heavyweight,U-DEC,3,5:00,0.379639101,Cain Velasquez
UFC 99: The Comeback,13-Jun-09,Mirko Filipovic,Mirko Filipovic,Mostapha Al-Turk,Jan-00,16-7,Jan-00,0-0,Heavyweight,KO/TKO-Punches,1,3:06,0.012359247,Mirko Filipovic
UFC 99: The Comeback,13-Jun-09,Mike Swick,Mike Swick,Ben Saunders,Jan-00,17-Oct,Jan-00,Jan-00,Welterweight,KO/TKO-Punches,2,3:47,0.650282831,Ben Saunders
UFC 99: The Comeback,13-Jun-09,Spencer Fisher,Spencer Fisher,Caol Uno,0-0,62-24,3-Jan,0-0,Lightweight,U-DEC,3,5:00,0.831999551,Caol Uno
UFC 99: The Comeback,13-Jun-09,Dan Hardy,Dan Hardy,Marcus Davis,Jan-00,28-19,2-Jan,0-3,Welterweight,S-DEC,3,5:00,0.881741448,Marcus Davis
UFC 99: The Comeback,13-Jun-09,Terry Etim,Terry Etim,Justin Buchholz,0-1,27-23,0-0,Mar-00,Lightweight,SUB-D'Arce-Choke,2,2:38,0.013883523,Terry Etim
UFC 99: The Comeback,13-Jun-09,Dennis Siver,Dennis Siver,Dale Hartt,0-0,5-Aug,0-1,Feb-00,Lightweight,SUB-Rear-Naked-Choke,1,3:23,0.880977563,Dale Hartt
UFC 99: The Comeback,13-Jun-09,Paul Taylor,Paul Taylor,Peter Sobotta,0-0,46-18,0-2,0-0,Welterweight,U-DEC,3,5:00,0.421971949,Paul Taylor
UFC 99: The Comeback,13-Jun-09,Paul Kelly,Paul Kelly,Rolando Delgado,0-0,32-14,1-Jan,3-Feb,Lightweight,U-DEC,3,5:00,0.167809238,Paul Kelly
UFC 99: The Comeback,13-Jun-09,Stefan Struve,Stefan Struve,Denis Stojnic,0-0,16-Apr,0-0,Jul-00,Heavyweight,SUB-Rear-Naked-Choke,2,2:37,0.497736606,Stefan Struve
UFC 99: The Comeback,13-Jun-09,John Hathaway,John Hathaway,Rick Story,0-0,31-21,4-Apr,5-Mar,Welterweight,U-DEC,3,5:00,0.00310281,John Hathaway
UFC 98: Evans vs Machida,23-May-09,Lyoto Machida,Lyoto Machida,Rashad Evans,Mar-00,28-4,0-0,0-0,Light Heavyweight,KO/TKO-Punch,2,3:57,0.717195192,Rashad Evans
UFC 98: Evans vs Machida,23-May-09,Matt Hughes,Matt Hughes,Matt Serra,0-1,34-14,1-Mar,0-0,Welterweight,U-DEC,3,5:00,0.713808244,Matt Serra
UFC 98: Evans vs Machida,23-May-09,Drew McFedries,Drew McFedries,Xavier Foupa-Pokam,Feb-00,Aug-00,0-0,0-0,Middleweight,KO/TKO-Punches,1,0:37,0.306112122,Drew McFedries
UFC 98: Evans vs Machida,23-May-09,Chael Sonnen,Chael Sonnen,Dan Miller,0-0,36-9,Mar-00,0-2,Middleweight,U-DEC,3,5:00,0.192707812,Chael Sonnen
UFC 98: Evans vs Machida,23-May-09,Frankie Edgar,Frankie Edgar,Sean Sherk,0-0,74-27,1-Jan,Jan-00,Lightweight,U-DEC,3,5:00,0.480962035,Frankie Edgar
UFC 98: Evans vs Machida,23-May-09,Brock Larson,Brock Larson,Mike Pyle,0-0,1-Apr,Jan-00,Jan-00,Welterweight,SUB-Arm-Triangle,1,3:06,0.787257177,Mike Pyle
UFC 98: Evans vs Machida,23-May-09,Tim Hague,Tim Hague,Pat Barry,0-0,0-3,Jan-00,Jan-00,Heavyweight,SUB-Guillotine-Choke,1,1:42,0.612819097,Pat Barry
UFC 98: Evans vs Machida,23-May-09,Kyle Bradley,Kyle Bradley,Phillipe Nover,0-0,3-Jul,Jan-00,0-0,Lightweight,KO/TKO-Punches,1,1:03,0.975244241,Phillipe Nover
UFC 98: Evans vs Machida,23-May-09,Krzysztof Soszynski,Krzysztof Soszynski,Andre Gusmao,Jan-00,18-17,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,3:17,0.784157509,Andre Gusmao
UFC 98: Evans vs Machida,23-May-09,Yoshiyuki Yoshida,Yoshiyuki Yoshida,Brandon Wolff,0-0,2-Apr,0-0,Jan-00,Welterweight,SUB-Guillotine-Choke,1,2:24,0.180038698,Yoshiyuki Yoshida
UFC 98: Evans vs Machida,23-May-09,George Roop,George Roop,David Kaplan,0-0,62-50,0-5,0-0,Lightweight,S-DEC,3,5:00,0.305727724,George Roop
UFC 97: Redemption,18-Apr-09,Anderson Silva,Anderson Silva,Thales Leites,0-0,94-10,0-1,0-0,Middleweight,U-DEC,5,5:00,0.648212071,Thales Leites
UFC 97: Redemption,18-Apr-09,Sam Stout,Sam Stout,Matt Wiman,Jan-00,62-46,0-4,0-2,Lightweight,U-DEC,3,5:00,0.962655363,Matt Wiman
UFC 97: Redemption,18-Apr-09,Mauricio Rua,Mauricio Rua,Chuck Liddell,Jan-00,24-8,0-1,0-0,Light Heavyweight,KO/TKO-Punch,1,4:28,0.708213268,Chuck Liddell
UFC 97: Redemption,18-Apr-09,Krzysztof Soszynski,Krzysztof Soszynski,Brian Stann,0-0,8-Mar,Feb-00,Feb-00,Light Heavyweight,SUB-Kimura,1,3:53,0.589656944,Brian Stann
UFC 97: Redemption,18-Apr-09,Cheick Kongo,Cheick Kongo,Antoni Hardonk,0-0,53-9,Feb-00,0-0,Heavyweight,KO/TKO-Punches,2,2:29,0.927252125,Antoni Hardonk
UFC 97: Redemption,18-Apr-09,Luiz Cane,Luiz Cane,Steve Cantwell,0-0,87-69,0-0,0-0,Light Heavyweight,U-DEC,3,5:00,0.881806946,Steve Cantwell
UFC 97: Redemption,18-Apr-09,Denis Kang,Denis Kang,Xavier Foupa-Pokam,0-0,31-23,May-00,Jan-00,Middleweight,U-DEC,3,5:00,0.500641139,Xavier Foupa-Pokam
UFC 97: Redemption,18-Apr-09,Nate Quarry,Nate Quarry,Jason MacDonald,0-0,16-1,Jan-00,0-0,Middleweight,KO/TKO-Elbows,1,2:27,0.935914642,Jason MacDonald
UFC 97: Redemption,18-Apr-09,Ed Herman,Ed Herman,David Loiseau,0-0,71-6,May-00,0-0,Middleweight,U-DEC,3,5:00,0.582520084,David Loiseau
UFC 97: Redemption,18-Apr-09,Mark Bocek,Mark Bocek,David Bielkheden,0-0,20-4,Jan-00,Jan-00,Lightweight,SUB-Rear-Naked-Choke,1,4:57,0.738550674,David Bielkheden
UFC 97: Redemption,18-Apr-09,TJ Grant,TJ Grant,Ryo Chonan,0-0,34-31,2-Mar,0-0,Welterweight,S-DEC,3,5:00,0.976600451,Ryo Chonan
UFC 97: Redemption,18-Apr-09,Eliot Marshall,Eliot Marshall,Vinny Magalhaes,0-0,44-34,0-2,0-0,Light Heavyweight,U-DEC,3,5:00,0.710898233,Vinny Magalhaes
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Martin Kampmann,Martin Kampmann,Carlos Condit,0-0,26-35,3-May,3-Jun,Welterweight,S-DEC,3,5:00,0.812624151,Carlos Condit
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Ryan Bader,Ryan Bader,Carmelo Marrero,0-0,24-9,May-00,Feb-00,Light Heavyweight,U-DEC,3,5:00,0.45559534,Ryan Bader
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Tyson Griffin,Tyson Griffin,Rafael Dos Anjos,0-0,69-26,Jan-00,0-3,Lightweight,U-DEC,3,5:00,0.740896348,Rafael Dos Anjos
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Cole Miller,Cole Miller,Junie Browning,0-0,1-Mar,0-0,Jan-00,Lightweight,SUB-Guillotine-Choke,1,1:58,0.621262058,Junie Browning
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Gleison Tibau,Gleison Tibau,Jeremy Stephens,0-0,23-Jul,May-00,Mar-00,Lightweight,U-DEC,3,5:00,0.806156415,Jeremy Stephens
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Ricardo Almeida,Ricardo Almeida,Matt Horwich,0-0,41-25,Sep-00,3-Jan,Middleweight,U-DEC,3,5:00,0.111075366,Ricardo Almeida
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Brock Larson,Brock Larson,Jesse Sanders,0-0,13-0,Jan-00,Jan-00,Welterweight,SUB-Rear-Naked-Choke,1,2:01,0.848356229,Jesse Sanders
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Tim Credeur,Tim Credeur,Nick Catone,0-0,19-Sep,0-3,Jul-00,Middleweight,SUB-Guillotine-Choke,2,3:45,0.866532515,Nick Catone
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Jorge Rivera,Jorge Rivera,Nissen Osterneck,Jan-00,29-35,1-Apr,0-1,Middleweight,S-DEC,3,5:00,0.092136144,Jorge Rivera
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Rob Kimmons,Rob Kimmons,Joe Vedepo,0-0,4-Jul,0-1,Feb-00,Middleweight,SUB-Guillotine-Choke,1,1:54,0.315141369,Rob Kimmons
UFC Fight Night: Condit vs Kampmann,1-Apr-09,Aaron Simpson,Aaron Simpson,Tim McKenzie,Jan-00,16-1,Jan-00,0-0,Middleweight,KO/TKO-Punches,1,1:40,0.217229013,Aaron Simpson
UFC 96: Jackson vs Jardine,7-Mar-09,Quinton Jackson,Quinton Jackson,Keith Jardine,Feb-00,56-64,Feb-00,0-0,Light Heavyweight,U-DEC,3,5:00,0.857480249,Keith Jardine
UFC 96: Jackson vs Jardine,7-Mar-09,Shane Carwin,Shane Carwin,Gabriel Gonzaga,Jan-00,5-Apr,0-1,0-0,Heavyweight,KO/TKO-Punch,1,1:09,0.17021528,Shane Carwin
UFC 96: Jackson vs Jardine,7-Mar-09,Matt Brown,Matt Brown,Pete Sell,Feb-00,24-0,0-0,0-0,Welterweight,KO/TKO-Punches,1,1:32,0.097165209,Matt Brown
UFC 96: Jackson vs Jardine,7-Mar-09,Matt Hamill,Matt Hamill,Mark Munoz,Jan-00,23-14,0-0,0-0,Light Heavyweight,KO/TKO-Kick,1,3:53,0.381870653,Matt Hamill
UFC 96: Jackson vs Jardine,7-Mar-09,Gray Maynard,Gray Maynard,Jim Miller,0-0,37-25,Jan-00,0-1,Lightweight,U-DEC,3,5:00,0.374093144,Gray Maynard
UFC 96: Jackson vs Jardine,7-Mar-09,Tamdan McCrory,Tamdan McCrory,Ryan Madigan,0-0,Dec-00,Jan-00,0-0,Welterweight,KO/TKO-Elbows,1,3:35,0.676390317,Ryan Madigan
UFC 96: Jackson vs Jardine,7-Mar-09,Kendall Grove,Kendall Grove,Jason Day,Jan-00,6-Oct,0-0,0-0,Middleweight,KO/TKO-Punch,1,1:32,0.704643441,Jason Day
UFC 96: Jackson vs Jardine,7-Mar-09,Jason Brilz,Jason Brilz,Tim Boetsch,0-0,34-27,Apr-00,Jan-00,Light Heavyweight,U-DEC,3,5:00,0.022976181,Jason Brilz
UFC 96: Jackson vs Jardine,7-Mar-09,Brandon Vera,Brandon Vera,Michael Patt,Feb-00,32-5,0-0,0-0,Light Heavyweight,KO/TKO-Kicks,2,1:27,0.734933917,Michael Patt
UFC 96: Jackson vs Jardine,7-Mar-09,Shane Nelson,Shane Nelson,Aaron Riley,Jan-00,4-May,0-0,0-0,Lightweight,KO/TKO-Punch,1,0:44,0.401027084,Shane Nelson
UFC 95: Sanchez vs Stevenson,21-Feb-09,Diego Sanchez,Diego Sanchez,Joe Stevenson,0-0,91-41,Jan-00,1-Jan,Lightweight,U-DEC,3,5:00,0.690328249,Joe Stevenson
UFC 95: Sanchez vs Stevenson,21-Feb-09,Dan Hardy,Dan Hardy,Rory Markham,Jan-00,2-May,0-0,0-0,Welterweight,KO/TKO-Punch,1,1:09,0.858117511,Rory Markham
UFC 95: Sanchez vs Stevenson,21-Feb-09,Nate Marquardt,Nate Marquardt,Wilson Gouveia,Jan-00,67-16,Feb-00,1-Jan,Middleweight,KO/TKO-Flying-Knee,3,3:10,0.905229156,Wilson Gouveia
UFC 95: Sanchez vs Stevenson,21-Feb-09,Demian Maia,Demian Maia,Chael Sonnen,0-0,8-Jun,Jan-00,Jan-00,Middleweight,SUB-Triangle-Choke,1,2:37,0.921644072,Chael Sonnen
UFC 95: Sanchez vs Stevenson,21-Feb-09,Paulo Thiago,Paulo Thiago,Josh Koscheck,Jan-00,8-Jul,0-0,0-0,Welterweight,KO/TKO-Punches,1,3:29,0.911725251,Josh Koscheck
UFC 95: Sanchez vs Stevenson,21-Feb-09,Terry Etim,Terry Etim,Brian Cobb,Jan-00,19-0,2-Jan,0-0,Lightweight,KO/TKO-Kick,2,0:10,0.30527422,Terry Etim
UFC 95: Sanchez vs Stevenson,21-Feb-09,Junior Dos Santos,Junior Dos Santos,Stefan Struve,Feb-00,Dec-00,0-0,0-0,Heavyweight,KO/TKO-Punches,1,0:54,0.9240481,Stefan Struve
UFC 95: Sanchez vs Stevenson,21-Feb-09,Evan Dunham,Evan Dunham,Per Eklund,Jan-00,13-9,0-1,1-Jan,Lightweight,KO/TKO-Punch,1,2:13,0.773561735,Per Eklund
UFC 95: Sanchez vs Stevenson,21-Feb-09,Mike Ciesnolevicz,Mike Ciesnolevicz,Neil Grove,0-0,0-0,0-0,1-Feb,Heavyweight,SUB-Heel-Hook,1,1:03,0.693528871,Neil Grove
UFC 95: Sanchez vs Stevenson,21-Feb-09,Paul Kelly,Paul Kelly,Troy Mandaloniz,0-1,71-38,4-Feb,0-0,Welterweight,U-DEC,3,5:00,0.649140965,Troy Mandaloniz
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Joe Lauzon,Joe Lauzon,Jeremy Stephens,0-0,15-Nov,1-Feb,Apr-00,Lightweight,SUB-Armbar,2,4:43,0.184501778,Joe Lauzon
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Cain Velasquez,Cain Velasquez,Denis Stojnic,0-0,88-7,Jan-00,0-1,Heavyweight,KO/TKO-Punches,2,2:34,0.977547365,Denis Stojnic
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Josh Neer,Josh Neer,Mac Danzig,0-1,46-33,0-0,Mar-00,Lightweight,SUB-Triangle-Choke,2,3:36,0.696793818,Mac Danzig
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Anthony Johnson,Anthony Johnson,Luigi Fioravanti,Jan-00,21-12,0-0,0-0,Welterweight,KO/TKO-Punch,1,4:39,0.88096078,Luigi Fioravanti
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Kurt Pellegrino,Kurt Pellegrino,Rob Emerson,0-0,16-21,2-Jan,Jan-00,Lightweight,SUB-Rear-Naked-Choke,2,3:14,0.695086408,Rob Emerson
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Dan Miller,Dan Miller,Jake Rosholt,0-0,2-Feb,0-1,Feb-00,Middleweight,SUB-Guillotine-Choke,1,1:03,0.891027839,Jake Rosholt
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Matt Veach,Matt Veach,Matt Grice,1-Jan,29-Dec,Jan-00,0-1,Lightweight,KO/TKO-Punch,1,4:34,0.784538957,Matt Grice
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Gleison Tibau,Gleison Tibau,Rich Clementi,0-0,1-Jul,Feb-00,Jan-00,Lightweight,SUB-Guillotine-Choke,1,4:35,0.912893424,Rich Clementi
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Nick Catone,Nick Catone,Derek Downey,0-0,21-2,1-Apr,Feb-00,Middleweight,SUB-Keylock,2,1:15,0.147678197,Nick Catone
UFC Fight Night: Lauzon vs Stephens,7-Feb-09,Matthew Riddle,Matthew Riddle,Steve Bruno,0-0,48-22,1-Apr,0-0,Welterweight,U-DEC,3,5:00,0.579946011,Steve Bruno
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Georges St-Pierre,Georges St-Pierre,BJ Penn,0-0,92-16,Apr-00,0-0,Welterweight,KO/TKO,4,5:00,0.324431831,Georges St-Pierre
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Lyoto Machida,Lyoto Machida,Thiago Silva,Feb-00,24-2,Feb-00,0-0,Light Heavyweight,KO/TKO-Punch,1,4:59,0.642227117,Thiago Silva
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Jon Jones,Jon Jones,Stephan Bonnar,Jan-00,45-37,Jul-00,0-0,Light Heavyweight,U-DEC,3,5:00,0.643887929,Stephan Bonnar
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Unknown,Karo Parisyan,Dong Hyun Kim,0-0,24-19,2-Feb,2-Jan,Welterweight,Overturned,3,5:00,0.15423102,Karo Parisyan
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Clay Guida,Clay Guida,Nate Diaz,0-0,49-49,Apr-00,Jan-00,Lightweight,S-DEC,3,5:00,0.55714328,Nate Diaz
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Jon Fitch,Jon Fitch,Akihiro Gono,0-0,40-7,Apr-00,Feb-00,Welterweight,U-DEC,3,5:00,0.201229334,Jon Fitch
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Thiago Tavares,Thiago Tavares,Manvel Gamburyan,0-0,27-26,1-Mar,0-1,Lightweight,U-DEC,3,5:00,0.878125387,Manvel Gamburyan
UFC 94: St-Pierre vs Penn 2,31-Jan-09,John Howard,John Howard,Chris Wilson,0-0,21-45,2-Jul,2-Feb,Welterweight,S-DEC,3,5:00,0.151481471,John Howard
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Jake O'Brien,Jake O'Brien,Christian Wellisch,Jan-00,25-46,Sep-00,0-0,Light Heavyweight,S-DEC,3,5:00,0.376486975,Jake O'Brien
UFC 94: St-Pierre vs Penn 2,31-Jan-09,Dan Cramer,Dan Cramer,Matt Arroyo,0-0,24-16,0-2,0-5,Welterweight,S-DEC,3,5:00,0.033207584,Dan Cramer
UFC 93: Franklin vs Henderson,17-Jan-09,Dan Henderson,Dan Henderson,Rich Franklin,0-0,36-39,Apr-00,0-0,Light Heavyweight,S-DEC,3,5:00,0.096203103,Dan Henderson
UFC 93: Franklin vs Henderson,17-Jan-09,Mauricio Rua,Mauricio Rua,Mark Coleman,Feb-00,62-31,7-Jan,Feb-00,Light Heavyweight,KO/TKO-Punches,3,4:36,0.446531844,Mauricio Rua
